RATING,REASON,SIDE EFFECTS FOR ZITHROMAX,COMMENTS,SEX,AGE,DURATION/DOSAGE,DATE ADDED
5,strep,Slight stomach upset but a great med to take if you are like me and can't remember to take a full 10 day course of antibiotics. Zithro is only 3 days!,,F,32,3 days,11/18/2007
1,infection,"Anxiety, crawling feeling in muscles, nervousness, jumpy, night sweats, shaky inside and tremors. Complete loss of appetite. This is the worst experience of my life. Anxiety!!!!!","I feel like I'm in a fog, I am so off balance. Please, if you have gotten over this post again so the people like me who are going through this now could see a light at the end of the tunnel. How long does the anxiety last? I've been off this stuff for a week now and nothing is better yet. I will post again to let other know how long this takes to get past, even if it is months from now.",F,37,5 days,11/18/2007
4,lyme disease/bartonella,"abdominal cramping/mild pain, loose stools. some anxiety. i take this 2 days a week.","while i have had some (tolerable) side effects from zithromax, my 13 year old daughter took it for 5 days last month for strep throat, and reported NO side effects, even from taking it on an empty stomach. i guess when you are younger you can handle these things better :-)",F,50,2 months,11/17/2007
3,STD - gonohorea,"nausea, light headed, stomach aches/burning, tiredness.",i took a single dose of 2 tablets.,F,16,,11/07/2007
2,sinus infection,"last night (day 6), i drank about 20 cups of water in a row... had terrible heart palpitations... was freezing cold despite having on full winter coat, scarf, gloves etc. in a heated building packed with people. today (day 7) is the worst. lost my vision when i stood up... still have a rash up my neck and over my stomach (that came up the first day or two)... dizzy and cannot read... sounds seem very loud and are making me jump. crying on and off for no apparent reason. skin on my face is peeling off, and my ears feel like they are on fire. sudden bouts of serious fatigue... i hate this medicine, and i will never take it again.",,F,20,7 days,11/04/2007
3,prevent post-surgical infection,"nausea, indigestion, frequent BM's. Worst is feeling like drugged up, lightheaded, dizzy.",I have taken Zithromax in the past without reactions that I could recall. Worst side effects did not start until the day after I finished the 5 day course.,F,36,5 days,10/27/2007
1,bronchitis,"2 hours after taking first dose(2 pills)had terrible stomach pain followed by explosive diarrhea and severe intestinal bleeding, ended up in ER over night. Doctors would not say it was from the Zithromax but I have NO DOUBT. Will never take again!!!",,F,46,1 days,10/25/2007
5,Sinus Infection,"I tend to have reactions to medications, but can take Zithromax without issue.",Zithromax has always cleared up my sinus infections as long as I took the entire z-pack.,F,37,5 days,10/24/2007
1,Anti-Biotic,Swollen hands and feet. Hospitalization,"I took Zithromax about 3 years ago and it landed me in the hospital. My hands and feet were swollen to about 2 times their normal size. I will never take it again for that reason. However, I have heard it works very well with those who aren't allergic to it.",M,24,1 days,10/22/2007
5,strep infection during childbirth,none,Saved my life (literally).,F,38,2 weeks,10/18/2007
5,bronchitis,on 3rd day I had a massive headache and slight fever,"I am very pleased with the results of taking this 5-day pack. By day 2 my cough had subsided and my voice was back. I did have a bad headache that sent me home from work, but I was not surprised as taking this medicine is the equivalent of taking 30 doses of conventional antibiotics. When bacteria is killed and it floats in your blood it can cause your body to have a fever. The headache was not pleasant, but the bronchitis was much worse. I was coughing a lot and that could also cause a headache.",F,36,5 days,10/16/2007
5,Sinus Infection,None - and I am usually sensitive to medications.,,F,50,,10/16/2007
2,Bronchitis,"Within half an hour I had a MASSIVE panic attack! I am very sensitive to medication side effects. I thought I'd made that perfectly clear with the Dr. and pharmacist. I told them of my history of anxiety problems and concerns. They assured me that there was NO SIDE EFFECT! So, I took it. The panic attack was so horrible. I thought I was dying. It started out with me getting a little flushed, then racing heart, then racing thoughts, dizziness, confusion, terror...","Be very careful with this or any antibiotic. An interesting article was published in the Harvard Review of Psychiatry called Antibiotics: Neuropsychiatric Effects and Psychotropic Interactions, by Harvey Sternbach, MD.",M,41,1 days,10/14/2007
4,sinus infection,"little stomach sensitivity, little tired.","This is my 2nd time using this drug. The first time was awesome, the magic bullet. I am on day 2 and much slower recovery/results. I am eating yogart to help restore my digestive tract.",M,39,5 days,10/09/2007
2,bronchitis,"slight nausea, insomnia, irregular heartbeat,anxiety, itching, peeling skin","It cleared up my brochitis in 3 days, but after 4 pills of a 5-day course, the side effects were too bad, which surprised me because I had taken this anitibiotic before with minimal side effects. This time I could only sleep 2-3 hours a night with the help of Tylenol PM. The itching was so bad that it felt like bugs were crawling in my ears, eyebrows, scalp and genital area. Thank you to others who wrote in this column about this - I thought I was losing it. It's been almost a month since I've been off the medication, and I'm still itching and not sleeping well as a result. Hope this clears up by itself.",F,49,4 days,9/23/2007
3,"Sinusitis, bronchitis","Headache, diarrhea, nausea, Anxiety","I'm on my third dose of Zithromax for a terrible sinus infection. The medicine has cleared up the majority of my symptoms, but the side effects are a bit rough. I have generalized anxiety, and this medicine has made it much worse. The headache and nausea are not that bad. Today was the first time that I had watery diarrhea. I plan on finishing the treatment, but I do not think I will use this antibiotic again.",M,32,3 days,9/22/2007
1,potential sinus or ear infection,"Shingles. I had a cold and was taking cold medicine which includes an antihistamine, and had been working out the morning before I felt pain on the right side of my back. I thought I had some sort of scrape or sore, but there was no sign of anything on my skin. Later that same evening I had very sharp pain on the right side of my back and had great difficulty sleeping as the pain was intense and unrelenting, even breathing hurt it and bed sheets or clothing touching the area. I thought I'd probably pulled a muscle working out since I had just started a new workout routine. I went to the doctor the next day who prescribed muscle relaxants and prescription naprozen for pain and to apply heat compress to the site. He also prescribed z-pak (i.e. zithromax) for potential ear, throat or sinus injection as I had been coughing up sputum and had congestion. The next day I had some mild pink rash running along my right side. The following day the rash was red and forming small blisters and the p","Sure enough I was later diagnosed with shingles. I believe the cold medication might have been masking the onset of shingles, and that the zithromax, probably along with the cold, may have weakened my immune system bringing about an outbreak of shingles after only two does of zithromax. Given the comments I read on this site I felt compelled to write my experience related to shingles outbreak soon after taking zithromax. I have stopped taking zithromax and am following up with antiviral medication and narocotic pain med for the nerve pain, and topical applications of calomine lotion and cool compresses, not heat. I also was told to avoid contact with anybody who has not had chicken pox, including my soon to be new grandchild unitil the affected skin blistering and liquid rash has stopped and is dried up and flaking. Thanks to your information I have saved my grandchildren from an outbreak of chicken pox that would be detrimental to their health. I was also told not to travel for at lea",F,54,2 days,9/22/2007Email
